Batch,Instance ID,Ship,Slot,Instance Count,Rounds,Instance Frames,Coordinated Record Frames,Action Requests,Exploratory Actions,Inference Mode,Batch Seconds,Batches/Hour,Kills,Average Kills,Deaths,Average Deaths,Score,Average Score,Epsilon,Learning Rate,Loss,Average Loss,Observation Seconds,Trainee Inference Seconds,Opponent Inference Seconds,Simulation Seconds,Simulation Ship Inputs Seconds,Simulation Tracking Seconds,Simulation Update Objects Seconds,Simulation Collision Seconds,Simulation Aftermath Seconds,Reward Seconds,Reward Decision Seconds,Reward Terminal Seconds,Reward Outcome Seconds,Reward Pipeline Seconds,Reward Replay Insert Seconds,Reward Accumulate Seconds,Reward Progress Seconds,Reward Flush Seconds,IPC Endpoint Seconds,Optimization Seconds,Save Seconds,Coordinator Timed Phase Total Seconds,Collision Possible Physical Pairs,Collision Candidate Pairs,Collision Dispatched Pairs,Collision Possible Laser Targets,Collision Laser Candidates,Collision Possible Area Targets,Collision Area Candidates,Collision Area Full Scan Fallbacks,Collision Spatial Queries,Collision Spatial Returned Candidates,Batch Wall Seconds,Worker Startup Seconds,Coordinator Unattributed Seconds,Worker Sum Active Seconds,Worker Max Active Seconds,Worker Sum Unattributed Seconds,Worker Max Unattributed Seconds,Worker Sum Window Start Seconds,Worker Sum Worker Step Seconds,Worker Sum Worker Finish Seconds,Worker Sum Observation Encode Seconds,Worker Sum Audio Seconds,Worker Sum Display Seconds,Worker Sum Simulation Seconds,Worker Sum Simulation Ship Inputs Seconds,Worker Sum Simulation Tracking Seconds,Worker Sum Simulation Update Objects Seconds,Worker Sum Simulation Collision Seconds,Worker Sum Simulation Aftermath Seconds,Worker Sum Reward Seconds,Worker Sum Reward Decision Seconds,Worker Sum Reward Terminal Seconds,Worker Sum Reward Outcome Seconds,Worker Sum Reward Pipeline Seconds,Worker Sum Reward Replay Insert Seconds,Worker Sum Reward Accumulate Seconds,Worker Sum Reward Progress Seconds,Worker Sum Reward Flush Seconds,Worker Sum Collision Possible Physical Pairs,Worker Sum Collision Candidate Pairs,Worker Sum Collision Dispatched Pairs,Worker Sum Collision Possible Laser Targets,Worker Sum Collision Laser Candidates,Worker Sum Collision Possible Area Targets,Worker Sum Collision Area Candidates,Worker Sum Collision Area Full Scan Fallbacks,Worker Sum Collision Spatial Queries,Worker Sum Collision Spatial Returned Candidates,Worker Max Window Start Seconds,Worker Max Worker Step Seconds,Worker Max Worker Finish Seconds,Worker Max Observation Encode Seconds,Worker Max Audio Seconds,Worker Max Display Seconds,Worker Max Simulation Seconds,Worker Max Reward Seconds,Parent Send Serialize Seconds,Parent Send Transfer Seconds,Parent Recv Transfer Seconds,Parent Recv Deserialize Seconds,Parent Sent Bytes,Parent Received Bytes,Parent Sent Messages,Parent Received Messages,Worker Wait Seconds,Worker Send Serialize Seconds,Worker Send Transfer Seconds,Worker Recv Transfer Seconds,Worker Recv Deserialize Seconds,Worker Sent Bytes,Worker Received Bytes,Worker Sent Messages,Worker Received Messages
320,72,Androsynth,1,25,25,30000,750000,750000,144296,batched_value_network:30000,255.893181,13.542347,7,6.800000,4,8.300000,0.059882,0.167476,0.159453,0.00030000,0.061927,0.124276,2.737068,77.206571,29.435453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,137.290945,3.247404,0.420364,113.046861,0,0,0,0,0,0,0,0,0,0,265.259648,5.490018,15.749276,1208.043299,67.707691,63.847005,2.737023,15.260597,1138.677200,54.105502,317.587137,1.793961,0.000000,691.230788,145.686036,14.800196,143.428166,342.778164,2.257635,57.280832,76.303577,2.917482,5.409654,13.594009,1.235423,3.968808,0.062033,26.566620,52666739,2115378,2115378,479844,413397,446444,446444,0,21203264,9184838,0.752956,65.276308,2.584887,16.256690,0.094097,0.000000,46.339837,2.511492,5.553792,5.498360,9.299151,5.433262,222603183,4654330068,751250,751250,105.188928,27.401427,53.716660,15.245225,15.143068,4654330068,222603183,751250,751250
321,72,Androsynth,1,25,25,30000,750000,750000,146215,batched_value_network:30000,237.790570,14.181339,11,7.100000,8,7.900000,0.319313,0.176113,0.158656,0.00030000,0.138285,0.123493,2.711268,76.642697,29.614441,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,137.978160,3.247674,0.000000,112.216079,0,0,0,0,0,0,0,0,0,0,241.431714,0.000000,15.901959,1204.993983,72.200963,50.321541,2.205542,1.065867,1148.979459,54.948656,314.603431,1.808098,0.000000,703.977730,118.850917,14.998292,184.222822,341.556919,2.229470,57.718056,76.565127,2.903134,5.389835,13.659522,1.235502,3.979992,0.061654,26.975081,52454088,1900592,1900592,484776,416654,590756,590756,0,20985424,8774743,0.179184,69.994736,2.579071,15.633156,0.096393,0.000000,54.708720,2.670311,5.539670,5.411026,9.244409,5.356624,223239217,4682039760,751250,751250,87.761946,27.330767,54.986361,15.285545,14.823758,4682039760,223239217,751250,751250
