Timestamp,Run ID,Instance ID,Ship,Slot,Batch,Match Count,Completed Rounds,Frames,Started At,Ended At,Total Seconds,Running Instances Start,Running Instances End,Replay Size,Average Loss,Wins,Losses,Draws,opponent_load_seconds,opponent_schedule_seconds,observation_seconds,trainee_inference_seconds,opponent_observation_seconds,opponent_inference_seconds,simple_opponent_seconds,decision_snapshot_seconds,simulation_seconds,outcome_seconds,reward_seconds,replay_insert_seconds,progress_callback_seconds,display_throttle_seconds,optimization_seconds,save_seconds
2026-07-12T23:59:11.518+00:00,2026-07-12T23:51:36.952+00:00-0e3cb84b,3,Chenjesu,1,17,25,25,29417,2026-07-12T23:51:41.314+00:00,2026-07-12T23:59:11.518+00:00,450.204226,4,7,30000,0.057617,1,0,24,0.045444,0.000030,6.177732,247.948938,1.574357,101.928622,0.121772,1.861794,25.395293,0.195843,21.599244,2.003619,0.087805,0.000000,38.052900,0.000000
