Timestamp,Run ID,Instance ID,Ship,Slot,Batch,Match Count,Completed Rounds,Frames,Started At,Ended At,Total Seconds,Running Instances Start,Running Instances End,Replay Size,Average Loss,Wins,Losses,Draws,opponent_load_seconds,opponent_schedule_seconds,observation_seconds,trainee_inference_seconds,opponent_observation_seconds,opponent_inference_seconds,simple_opponent_seconds,decision_snapshot_seconds,simulation_seconds,outcome_seconds,reward_seconds,replay_insert_seconds,progress_callback_seconds,display_throttle_seconds,optimization_seconds,save_seconds
2026-07-12T23:58:25.781+00:00,2026-07-12T23:51:41.012+00:00-f3a70aa4,4,Chmmr,1,18,25,25,22836,2026-07-12T23:51:44.471+00:00,2026-07-12T23:58:25.781+00:00,401.310380,5,7,30000,1.251717,11,0,14,1.625817,0.000036,4.314511,195.115555,1.037903,68.233922,0.093355,1.367871,26.798122,0.147974,15.802233,1.509542,0.089289,0.000000,76.801499,0.000000
