Batch,Instance ID,Ship,Slot,Instance Count,Rounds,Instance Frames,Coordinated Record Frames,Action Requests,Exploratory Actions,Inference Mode,Batch Seconds,Batches/Hour,Win %,Score,Epsilon,Learning Rate,Loss,Observation Seconds,Trainee Inference Seconds,Opponent Inference Seconds,Simulation Seconds,Reward Seconds,Optimization Seconds,Save Seconds,Timed Total Seconds
128,6,Earthling,1,7,25,30000,210000,210000,87533,sequential_fallback:30000,519.026130,6.836635,20.0,1.171544,0.465548,0.00030000,0.939834,34.226202,107.728826,90.397295,123.324881,147.715361,6.327960,0.000000,509.720525
