Timestamp,Run ID,Instance ID,Ship,Slot,Batch,Match Count,Completed Rounds,Frames,Started At,Ended At,Total Seconds,Running Instances Start,Running Instances End,Replay Size,Average Loss,Wins,Losses,Draws,opponent_load_seconds,opponent_schedule_seconds,observation_seconds,trainee_inference_seconds,opponent_observation_seconds,opponent_inference_seconds,simple_opponent_seconds,decision_snapshot_seconds,simulation_seconds,outcome_seconds,reward_seconds,replay_insert_seconds,progress_callback_seconds,display_throttle_seconds,optimization_seconds,save_seconds
2026-07-13T00:04:38.083+00:00,2026-07-13T00:03:35.669+00:00-489e010c,1,Androsynth,1,18,25,25,26698,2026-07-13T00:03:39.185+00:00,2026-07-13T00:04:38.083+00:00,58.898166,1,1,30000,0.464055,4,1,20,0.003397,0.000033,5.044865,11.624265,1.063828,3.834574,0.099353,1.760686,12.893793,0.178921,16.778329,1.652984,0.077449,0.000000,2.889423,0.000000
