Batch,Instance ID,Ship,Slot,Instance Count,Rounds,Instance Frames,Coordinated Record Frames,Action Requests,Exploratory Actions,Inference Mode,Batch Seconds,Batches/Hour,Win %,Score,Epsilon,Learning Rate,Loss,Observation Seconds,Trainee Inference Seconds,Opponent Inference Seconds,Simulation Seconds,Simulation Ship Inputs Seconds,Simulation Tracking Seconds,Simulation Update Objects Seconds,Simulation Collision Seconds,Simulation Aftermath Seconds,Reward Seconds,Reward Decision Seconds,Reward Terminal Seconds,Reward Outcome Seconds,Reward Pipeline Seconds,Reward Replay Insert Seconds,Reward Accumulate Seconds,Reward Progress Seconds,Reward Flush Seconds,Optimization Seconds,Save Seconds,Timed Total Seconds,Collision Possible Physical Pairs,Collision Candidate Pairs,Collision Dispatched Pairs,Collision Possible Laser Targets,Collision Laser Candidates,Collision Possible Area Targets,Collision Area Candidates,Collision Area Full Scan Fallbacks,Collision Spatial Queries,Collision Spatial Returned Candidates
139,2,Arilou,1,7,25,30000,210000,210000,84925,sequential_fallback:30000,636.820448,5.588187,4.0,-0.480944,0.438304,0.00030000,0.704350,35.501725,149.715274,116.240838,139.102461,47.816553,2.332803,21.468345,61.318400,0.255824,178.398303,14.853677,0.354767,1.429280,131.369385,11.104946,1.818042,1.572563,30.399224,7.131217,0.000000,626.089818,12386820,501299,501299,141236,4334,37298,3140,0,5286802,2213179
